id,age,gender,zip_code,race,name,dob
1883,78,female,56016,bronze,Jona Christiansen,1942-05-28
1884,94,female,56014,silver,Nelda Maggio,1926-10-29
1885,88,male,56019,bronze,Bo Yost,1932-12-10
1886,71,male,56019,bronze,Elden Haley,1949-08-16
1887,83,female,56014,gold,Maragret Lesch,1937-11-18
1888,100,male,56017,silver,Tuan Yundt,1921-02-18
1889,100,male,56018,silver,Alejandro Goodwin,1920-05-27
1890,88,female,56021,silver,Taisha Cronin,1932-04-16
1891,81,male,56021,bronze,Johnson Lebsack,1939-11-26
1892,102,male,56016,silver,Wyatt Runolfsdottir,1918-09-12
1893,88,male,56019,bronze,Elisha Monahan,1932-03-16
1894,82,female,56016,silver,Stacy Macejkovic,1938-12-29
1895,72,female,56015,bronze,Rebecca Feest,1949-02-02
1896,87,female,56017,bronze,Samuel Wehner,1933-09-05
1897,94,male,56016,bronze,Xavier Kutch,1926-04-04
1898,100,female,56017,silver,Sherise Beier,1920-06-08
1899,88,female,56018,silver,Tamatha Altenwerth,1932-08-24
1900,76,female,56015,silver,Sudie Hickle,1944-11-18
1901,77,female,56018,silver,Cassy Gulgowski,1943-04-27
1902,77,female,56018,silver,Elisabeth Ward,1944-02-23
1903,98,male,56014,gold,Emmitt Daugherty,1922-07-31
1904,86,male,56013,silver,Errol Wuckert,1935-01-26
1905,97,female,56014,gold,Obdulia Kunde,1923-12-10
1906,99,male,56017,bronze,Mckinley Reichert,1922-02-10
1907,75,male,56017,bronze,Emil Botsford,1946-03-08
1908,89,male,56016,gold,Gregorio Skiles,1931-07-04
1909,79,female,56014,gold,Lucy Hilll,1941-04-28
1910,92,female,56020,bronze,Glory Wiza,1928-09-12
1911,96,male,56012,silver,Rolland MacGyver,1924-05-17
1912,81,female,56016,silver,Elena O'Keefe,1940-01-07
1913,86,female,56017,gold,Yukiko Hills,1934-10-31
1914,82,female,56019,silver,Alexander Beatty,1938-07-18
1915,66,male,56021,silver,Hiram Ortiz,1955-01-23
1916,87,female,56018,gold,Valeri Klein,1933-12-30
1917,100,male,56014,bronze,Waylon Jones,1920-06-05
1918,82,male,56013,gold,Anton Monahan,1938-06-23
1919,104,female,56013,gold,Berniece Klein,1916-07-07
1920,67,female,56017,gold,Zetta Schamberger,1953-10-06
1921,102,male,56012,bronze,Val Kuphal,1918-06-01
1922,87,male,56019,gold,Doyle Hartmann,1933-10-13
1923,88,male,56013,silver,Maynard Padberg,1932-12-07
1924,77,male,56017,bronze,Tad Haley,1943-07-24
1925,77,female,56019,bronze,Philomena Abshire,1943-12-20
1926,91,female,56013,bronze,Devorah Stiedemann,1929-05-19
1927,89,male,56018,gold,Monty D'Amore,1931-03-19
1928,74,female,56014,bronze,Cherie Barrows,1946-12-09
1929,98,female,56019,gold,Lakeesha Kunde,1922-03-10
1930,68,male,56017,silver,Kristofer Treutel,1952-04-27
1931,66,female,56016,silver,Casey Parisian,1954-07-03
1932,71,male,56018,gold,Kerry Veum,1949-10-28
1933,84,female,56021,silver,Daniell Turcotte,1936-08-28
1934,97,female,56016,silver,Vanita Gaylord,1923-04-06
1935,70,female,56012,bronze,Khalilah Mraz,1950-03-23
1936,70,male,56012,silver,Aldo Pollich,1950-05-06
1937,99,female,56021,silver,Asuncion Labadie,1921-10-05
1938,101,female,56013,silver,Marcelene Bayer,1919-04-03
1939,97,female,56018,silver,Necole Stehr,1923-05-24
1940,79,female,56013,silver,Hiedi Ryan,1942-03-06
1941,65,male,56021,gold,Richard Larkin,1956-02-10
1942,85,female,56020,gold,Anya Collins,1935-09-19
1943,77,male,56019,silver,Garth Carter,1943-08-23
1944,103,female,56021,silver,Deedra Thompson,1917-09-19
1945,103,female,56019,silver,Selma Rath,1917-09-27
1946,87,female,56012,bronze,Thora Feest,1933-03-10
1947,77,female,56012,bronze,Ernestina Mante,1943-09-12
1948,82,female,56021,silver,Ludivina McCullough,1939-02-11
1949,66,male,56015,silver,Kelvin Wehner,1955-01-18
1950,72,male,56013,gold,Lucius Cormier,1948-03-29
1951,80,female,56015,silver,Yael Block,1940-12-30
1952,81,female,56019,silver,Dannielle Abbott,1939-03-28
1953,93,female,56020,gold,Royce Fahey,1927-03-31
1954,88,male,56018,bronze,Mohammad Kuphal,1932-05-21
1955,82,female,56021,bronze,Evia Borer,1938-12-26
1956,69,female,56019,bronze,Carole Gottlieb,1951-10-05
1957,89,female,56018,bronze,Fran Breitenberg,1931-09-26
1958,69,male,56013,gold,Bart Baumbach,1952-03-05
1959,66,male,56012,gold,Roy Skiles,1954-05-15
1960,94,male,56021,bronze,Robt Bode,1926-06-26
1961,92,male,56013,silver,Collin Gutkowski,1928-10-02
1962,84,female,56017,gold,Belia Gerlach,1936-05-25
1963,78,male,56016,gold,Lazaro Larkin,1943-01-06
1964,79,male,56020,silver,Stacy Tillman,1941-05-02
1965,96,male,56014,bronze,Paris Hermann,1925-01-29
1966,91,male,56020,gold,Xavier Jenkins,1929-06-30
1967,92,male,56013,silver,Bobbie Cole,1928-07-17
1968,85,female,56013,bronze,Migdalia Kuvalis,1935-03-29
1969,100,female,56013,silver,Wilhelmina Roob,1920-03-27
1970,83,female,56015,gold,Willia Stroman,1937-09-12
1971,74,female,56017,bronze,Ema Howe,1946-04-09
1972,76,female,56018,silver,Nada Powlowski,1944-08-08
1973,95,male,56017,gold,Joaquin Ledner,1925-08-13
1974,101,male,56018,bronze,Florencio Trantow,1919-09-16
1975,94,male,56015,bronze,Jarrod Mosciski,1926-11-01
1976,80,female,56018,bronze,Luciana DuBuque,1940-11-23
1977,68,female,56020,bronze,Darcie Rutherford,1952-03-18
1978,75,male,56017,silver,Winfred Bergstrom,1945-08-24
1979,94,female,56016,silver,Ammie Price,1926-03-10
1980,78,male,56012,silver,Noe McKenzie,1942-11-20
1981,102,male,56013,silver,Jimmy Kozey,1918-11-20
1982,88,male,56012,silver,Casey Upton,1932-07-10
1983,70,male,56021,silver,Wesley Turcotte,1951-01-15
1984,93,male,56016,gold,Roberto McKenzie,1927-12-04
1985,70,male,56020,gold,Nick Bailey,1950-09-28
1986,89,female,56021,bronze,Nicole Welch,1932-01-08
1987,77,male,56017,silver,Hoyt Nikolaus,1943-05-16
1988,94,male,56013,bronze,Shon Robel,1926-10-14
1989,79,female,56013,bronze,Buffy Botsford,1941-10-03
1990,82,male,56012,silver,Lemuel Bernhard,1939-02-28
1991,92,female,56016,gold,Aurore Herzog,1928-12-30
1992,70,female,56017,bronze,Angelena Steuber,1950-05-30
1993,65,female,56016,bronze,Marchelle Monahan,1955-05-05
1994,83,female,56021,bronze,Marva Stark,1938-03-09
1995,81,male,56016,gold,Son Herzog,1940-02-05
1996,87,male,56016,silver,Joseph Parker,1933-04-06
1997,68,male,56014,silver,Darryl Hodkiewicz,1953-02-07
1998,69,female,56018,silver,Karyn Jerde,1952-01-26
1999,98,female,56013,bronze,Caroyln Purdy,1922-11-25
2000,70,female,56013,gold,Ginette Morissette,1951-02-22
2001,75,female,56018,silver,Krystle Zulauf,1945-06-16
2002,81,male,56014,silver,Jean Cremin,1940-01-02
2003,85,male,56017,bronze,Doyle Dickens,1935-04-27
2004,65,male,56019,gold,Tom Windler,1955-07-14
2005,85,male,56018,bronze,Patricia Mertz,1935-03-10
2006,102,female,56021,gold,Arlette Rath,1918-10-26
2007,67,male,56018,silver,Randall Quigley,1953-04-08
2008,74,male,56019,silver,Alec Bogan,1946-12-13
2009,103,female,56021,gold,Felisa Morissette,1917-12-07
2010,83,female,56012,silver,Louie Hettinger,1937-05-09
2011,94,female,56019,silver,Angeles Cruickshank,1927-02-19
2012,84,female,56019,silver,Mazie Franecki,1937-01-25
2013,82,male,56021,bronze,Dion Larkin,1939-01-21
2014,93,male,56014,gold,Humberto Douglas,1928-01-13
2015,73,male,56012,silver,King Halvorson,1947-12-21
2016,89,female,56014,gold,Jamey Walker,1932-02-15
2017,72,female,56019,bronze,Patria Stark,1948-08-11
2018,98,female,56016,silver,Verla Weimann,1922-11-17
2019,75,female,56018,gold,Gracia Kautzer,1945-06-29
2020,96,male,56012,bronze,Trevor Little,1924-07-20
2021,68,female,56018,silver,Larae Halvorson,1952-10-24
2022,102,male,56015,silver,Ernesto Rogahn,1918-09-10
2023,71,female,56015,silver,Ozell Lockman,1949-03-21
2024,78,female,56014,bronze,Cristina Gottlieb,1942-12-14
2025,100,female,56019,silver,Bee Bode,1920-05-19
2026,88,male,56021,silver,Jamaal Orn,1933-01-13
2027,88,male,56012,gold,Glen Mraz,1933-03-05
2028,78,male,56012,bronze,Dexter Ryan,1942-05-22
2029,87,male,56021,bronze,Sandy Graham,1933-04-11
2030,66,male,56012,gold,Jared Mayer,1954-11-21
2031,102,male,56021,gold,Cletus Beatty,1919-02-19
2032,65,female,56017,gold,Deb Beatty,1955-03-26
2033,76,male,56017,silver,Alphonse Harber,1944-09-03
2034,104,female,56013,gold,Hester Goyette,1916-10-10
2035,66,male,56014,gold,Cristopher Mertz,1954-08-21
2036,71,male,56018,bronze,Bennie Kreiger,1949-07-26
2037,92,female,56014,gold,Kym Moore,1928-08-07
2038,66,male,56013,gold,Cedrick Frami,1954-11-06
2039,77,female,56018,gold,Tonie Koepp,1944-01-17
2040,101,female,56015,bronze,Odette Lesch,1919-12-14
2041,92,female,56019,bronze,Geralyn Schmitt,1928-10-13
2042,104,male,56017,gold,Graig Harvey,1916-11-14
2043,103,male,56014,bronze,Donte Stracke,1917-05-16
2044,80,male,56015,silver,Bruce Rohan,1940-06-27
2045,93,male,56014,gold,Ahmed Ankunding,1927-10-09
2046,87,male,56021,silver,Theo Greenholt,1934-01-12
2047,100,female,56018,bronze,Melinda Hartmann,1920-11-02
2048,79,male,56012,bronze,Orval Ankunding,1941-05-06
2049,81,male,56014,silver,Connie Schneider,1940-01-05
2050,84,female,56017,gold,Delena Greenfelder,1937-01-27
2051,73,female,56018,bronze,Debby Adams,1947-05-08
2052,101,male,56018,silver,Jarred Price,1919-08-26
2053,104,female,56016,silver,Honey Bednar,1916-08-26
2054,81,female,56019,silver,Norman Dietrich,1939-07-28
2055,94,female,56020,gold,Carmel McDermott,1927-02-11
2056,88,male,56017,silver,Sol Ward,1933-02-14
2057,83,female,56017,silver,Onie Fay,1937-03-29
2058,71,male,56012,gold,Mauro Pollich,1949-10-09
2059,70,female,56019,gold,Alesia Fritsch,1950-04-27
2060,104,male,56015,gold,Marcus Kassulke,1916-04-12
2061,80,female,56014,gold,Malia Bergstrom,1940-03-29
2062,95,female,56018,gold,Pandora Langworth,1926-02-24
2063,100,female,56018,silver,Ashton Wiegand,1921-01-16
2064,81,female,56017,gold,Arletha Corkery,1940-01-15
2065,85,male,56021,bronze,Lynwood Zieme,1936-01-31
2066,95,male,56017,silver,Rolf Balistreri,1925-07-27
2067,89,male,56019,bronze,Anthony Kuhic,1931-04-02
2068,81,male,56020,bronze,Les Strosin,1939-05-08
2069,70,female,56014,bronze,Lennie Johns,1950-03-29
2070,82,female,56020,silver,Emilee Wolff,1938-03-14
2071,65,female,56020,gold,Leida Prohaska,1955-09-21
2072,74,female,56018,silver,Nicholle Stanton,1947-02-24
2073,95,female,56020,bronze,Kit Ferry,1925-09-25
2074,77,male,56013,bronze,Randolph Kilback,1943-12-17
2075,102,female,56015,gold,Setsuko Klocko,1918-07-15
2076,68,female,56017,gold,Tina Dickens,1952-04-02
2077,73,male,56021,gold,Barrett Grimes,1947-10-11
2078,88,female,56014,silver,Linh Daugherty,1933-02-25
2079,98,female,56017,bronze,Dawne Steuber,1922-08-11
2080,76,male,56021,silver,Huey Wehner,1944-05-02
2081,94,male,56017,bronze,Dana Turcotte,1926-04-09
2082,91,female,56012,bronze,Leonie Dibbert,1929-10-31
2083,80,male,56020,gold,Jayson Jacobs,1941-01-08
2084,97,female,56019,bronze,Michael Marvin,1924-01-04
2085,92,male,56018,gold,Isidro Powlowski,1928-10-17
2086,95,male,56021,gold,Shon Balistreri,1925-11-12
2087,83,female,56018,silver,Shayne Olson,1938-02-04
2088,99,male,56021,silver,Carter Hagenes,1921-03-12
2089,88,male,56016,silver,Allan O'Hara,1932-06-11
2090,96,female,56017,gold,Migdalia Franecki,1924-07-19
2091,96,female,56019,gold,Savannah Huels,1924-10-26
2092,66,male,56020,silver,Filiberto Wolff,1955-01-15
2093,102,female,56017,silver,Thi Lueilwitz,1918-11-28
2094,82,female,56014,bronze,Sandi Aufderhar,1938-11-16
2095,78,male,56016,gold,Ronald Howell,1942-07-24
2096,102,male,56018,bronze,Sterling Thiel,1918-11-19
2097,97,female,56021,gold,Bonny Harber,1923-11-04
2098,104,female,56014,silver,Guillermina Jones,1916-06-03
2099,78,male,56016,silver,John Emard,1942-08-06
2100,78,male,56015,bronze,Jae Grimes,1943-02-07
2101,68,male,56018,silver,Lucien Bergstrom,1952-11-10
2102,88,female,56016,gold,Madonna Kub,1932-08-09
2103,65,female,56013,silver,Lillian Hills,1955-03-29
2104,96,female,56020,bronze,Raye Hilll,1924-07-28
2105,84,male,56020,gold,Leo Schuppe,1936-05-12
2106,84,female,56021,silver,Romelia Bahringer,1936-08-12
2107,87,male,56019,bronze,Alonzo Muller,1933-11-04
2108,67,male,56017,bronze,Reuben McLaughlin,1953-06-05
2109,65,female,56018,silver,Cheryll Gleason,1955-10-29
2110,75,male,56020,silver,Weldon Cummerata,1945-05-15
2111,103,female,56013,silver,Susy Ledner,1918-02-02
2112,97,female,56015,gold,Usha Towne,1923-09-08
2113,84,male,56017,silver,Edward O'Hara,1937-01-09
2114,78,female,56012,silver,Russell Swaniawski,1942-08-24
2115,74,female,56018,silver,Kendall Lockman,1946-09-08
2116,80,male,56015,silver,Faustino Mertz,1940-03-17
2117,101,male,56018,gold,Bret Lebsack,1919-07-30
2118,102,male,56015,silver,Bruno Hackett,1918-04-18
2119,97,female,56016,gold,Brian Beatty,1924-03-03
2120,101,male,56019,gold,Kraig Kunze,1919-06-01
2121,86,female,56013,silver,Kyoko Friesen,1934-12-04
2122,68,female,56016,bronze,Nakesha Kozey,1952-10-29
2123,89,male,56013,bronze,Emanuel Schulist,1931-05-14
2124,71,female,56021,silver,Lore Rice,1949-07-21
2125,94,male,56014,bronze,Arnold Jaskolski,1927-01-24
2126,86,female,56020,bronze,Deidra Kautzer,1934-08-11
2127,104,female,56020,gold,Esther Schmeler,1916-07-20
2128,82,female,56018,gold,Delia Nitzsche,1938-10-31
2129,85,male,56015,bronze,Luther Medhurst,1936-02-10
2130,99,male,56017,silver,Jared Sawayn,1921-05-25
2131,93,female,56016,gold,Megan Bode,1928-01-31
2132,87,female,56013,bronze,Ellis Dach,1933-11-10
2133,101,male,56014,gold,Ezequiel Schumm,1919-12-23
2134,76,male,56019,gold,Haywood Yundt,1945-01-18
2135,93,female,56012,silver,Marlys Schuster,1927-12-18
2136,78,female,56013,bronze,Ira Kirlin,1943-02-27
2137,96,female,56013,gold,Lois Ullrich,1924-10-14
2138,93,male,56020,silver,Rich Spinka,1927-09-28
2139,74,female,56020,silver,Dagny Daugherty,1946-04-18
2140,93,male,56018,silver,Orville Streich,1927-11-02
2141,104,female,56015,bronze,Tessa Koch,1916-03-25
2142,85,male,56014,silver,Lino Muller,1936-01-09
2143,87,female,56020,gold,Qiana Kub,1933-06-26
2144,83,male,56015,silver,Jorge Block,1937-07-05
2145,66,male,56016,bronze,Russel Mills,1954-04-26
2146,87,female,56012,gold,Mira Stark,1933-07-28
2147,90,female,56021,gold,Concepcion Morar,1930-10-01
2148,91,female,56014,gold,Neoma Olson,1929-09-15
2149,92,male,56014,bronze,Millard Bogisich,1929-03-06
2150,71,female,56020,gold,Lauren Roberts,1949-05-29
2151,103,male,56016,silver,Markus Schimmel,1917-05-11
2152,78,female,56018,silver,Aubrey Barrows,1942-05-05
2153,99,male,56020,silver,Irwin Smith,1921-10-14
2154,96,female,56012,gold,Farrah Waters,1924-08-04
2155,71,female,56014,bronze,Kelly Kulas,1949-10-24
2156,83,male,56015,gold,Shelby Bashirian,1937-05-23
2157,83,male,56016,gold,Isidro Lemke,1937-07-19
2158,91,male,56014,bronze,Enoch Gutmann,1930-01-11
2159,93,female,56013,silver,Sylvie Ziemann,1927-09-08
2160,95,male,56018,gold,Philip Senger,1925-04-30
2161,97,male,56013,bronze,Malik Homenick,1923-06-28
2162,81,female,56020,bronze,Meagan Grimes,1940-02-21
2163,75,female,56017,gold,Lizette Reinger,1945-09-16
2164,86,female,56012,gold,Marti Breitenberg,1935-02-28
2165,81,male,56014,silver,Grant Blanda,1939-04-23
2166,85,male,56021,silver,Orlando Graham,1935-11-18
2167,65,male,56020,bronze,Valentin Botsford,1955-08-28
2168,73,male,56015,bronze,Anthony McCullough,1947-09-21
2169,94,female,56018,bronze,Bernie Kreiger,1926-11-09
2170,92,female,56021,gold,Rhonda Hodkiewicz,1928-12-28
2171,96,female,56013,gold,Lucienne Johnston,1924-09-14
2172,72,male,56014,silver,Edmundo Casper,1948-10-27
2173,85,male,56014,bronze,Herbert Schiller,1935-08-03
2174,88,male,56012,gold,Victor Pouros,1932-11-20
2175,83,female,56016,gold,Tonie Veum,1937-08-06
2176,85,male,56017,gold,Derek Halvorson,1935-03-23
2177,91,male,56020,bronze,Garth Kuhlman,1929-10-07
2178,68,female,56020,gold,Devona Feil,1952-09-15
2179,104,female,56015,bronze,Ilana Hartmann,1916-03-17
2180,65,male,56017,bronze,Foster Cummings,1955-10-21
2181,93,male,56017,bronze,Donny Reynolds,1927-04-09
2182,80,female,56017,gold,Gisele Corwin,1940-08-12
2183,92,male,56013,silver,Norris Kris,1928-03-26
2184,65,female,56017,bronze,Veronika Walsh,1955-11-13
2185,66,male,56015,silver,Nolan Olson,1955-03-06
2186,84,female,56012,bronze,Mollie Denesik,1936-09-07
2187,95,male,56013,bronze,Matthew Littel,1925-04-02
2188,90,male,56012,silver,Herman Tremblay,1931-01-13
2189,76,male,56013,silver,Moses Krajcik,1944-04-10
2190,65,female,56021,bronze,Cris Kris,1955-11-02
2191,68,female,56018,bronze,Briana Streich,1952-09-30
2192,76,female,56015,bronze,Rosanna Hintz,1944-06-02
2193,89,female,56013,silver,Kaycee Rodriguez,1931-08-18
2194,103,male,56020,bronze,Christopher Conroy,1917-12-30
2195,69,female,56012,silver,Lavon Kohler,1951-06-05
2196,88,male,56017,bronze,Laurence Rogahn,1932-06-01
2197,66,male,56018,bronze,Nathanael Dach,1954-09-01
2198,77,male,56019,gold,Neal Zemlak,1943-08-16
2199,75,female,56019,bronze,Ashly VonRueden,1945-11-13
2200,65,female,56016,silver,Kathrin Ritchie,1955-12-31
2201,81,female,56016,bronze,Madalyn Krajcik,1940-01-30
2202,67,female,56013,bronze,Gloria Trantow,1953-10-24
2203,75,female,56014,bronze,Keitha Williamson,1945-05-18
2204,76,female,56012,silver,Jacqualine MacGyver,1944-07-25
2205,88,male,56013,gold,Tommie Fisher,1932-06-17
2206,93,male,56016,bronze,Morgan Reinger,1927-03-17
2207,66,male,56014,gold,Quentin Hackett,1954-04-10
2208,84,female,56019,silver,Quiana Parker,1936-04-15
2209,102,male,56014,silver,Brant Schuster,1918-06-18
2210,96,male,56017,gold,Dewey Hackett,1924-05-20
2211,84,female,56017,silver,Annelle Hahn,1936-12-14
2212,80,male,56020,bronze,Darin McGlynn,1941-03-08
2213,66,female,56012,bronze,Felica Reinger,1954-04-17
2214,89,female,56017,gold,Sylvie Russel,1931-07-03
2215,71,female,56017,gold,Anne Waters,1949-05-01
2216,82,female,56013,bronze,Glenna Bosco,1938-08-01
2217,97,male,56016,gold,Dudley Feeney,1923-11-24
2218,82,male,56012,bronze,Arnoldo Farrell,1938-12-25
2219,93,female,56017,silver,Taisha Hintz,1928-03-01
2220,88,male,56019,gold,Trinidad Schneider,1933-01-23
2221,89,male,56018,bronze,Jewel Mraz,1931-10-19
2222,89,male,56014,gold,Sammy Ritchie,1931-10-04
2223,66,male,56017,bronze,Coleman Nolan,1955-01-25
2224,96,female,56018,silver,Wei Ryan,1925-01-29
2225,99,male,56013,gold,Myron Boyle,1921-10-29
2226,68,female,56012,bronze,Holli Prosacco,1952-10-08
2227,83,male,56012,silver,Ramon Spinka,1937-06-14
2228,100,male,56016,gold,Numbers Nienow,1920-06-29
2229,99,male,56013,bronze,Carl Runte,1921-11-03
2230,72,male,56012,gold,Leon Schmeler,1948-04-26
2231,78,female,56019,gold,Millicent Schoen,1942-09-19
2232,70,female,56020,gold,Birdie Jacobs,1950-09-14
2233,95,male,56017,bronze,Stacey Schuppe,1925-11-22
2234,90,male,56017,bronze,Joaquin Jacobi,1930-04-10
2235,90,male,56020,silver,Tracy Botsford,1930-04-09
2236,93,male,56016,bronze,Robert Greenholt,1927-09-02
2237,87,female,56020,bronze,Reena Heathcote,1933-06-30
2238,79,female,56021,silver,Eden Schoen,1942-02-10
2239,91,female,56021,gold,Mammie Renner,1929-09-08
2240,65,male,56017,bronze,Harvey Kulas,1955-07-25
2241,73,male,56016,gold,Hong Herman,1947-10-23
2242,96,female,56021,gold,Siobhan Kris,1924-05-14
2243,86,male,56020,bronze,Lorenzo Lesch,1934-06-02
2244,89,female,56017,silver,Piper Schroeder,1931-09-12
2245,71,female,56014,gold,Dortha Kilback,1949-07-05
2246,98,male,56013,gold,Tyron Leuschke,1922-11-11
2247,88,male,56018,gold,Arnulfo Gorczany,1932-05-13
2248,73,male,56018,silver,Brooks Anderson,1947-04-23
2249,99,male,56018,bronze,Cornelius Wisozk,1921-03-24
2250,79,male,56013,bronze,Rob Schumm,1941-04-25
2251,78,male,56021,gold,Shon Kris,1942-11-25
2252,87,male,56020,gold,Mitchel Nicolas,1933-04-08
2253,90,male,56019,gold,Loren Rowe,1930-12-30
2254,79,male,56014,bronze,Andres Klein,1942-03-06
2255,92,female,56021,silver,Niesha Considine,1928-10-22
2256,83,female,56021,silver,Leonila Doyle,1937-09-13
2257,78,female,56015,gold,Soo Schultz,1943-03-01
2258,98,male,56020,silver,Jordon Hayes,1922-12-13
2259,69,female,56014,bronze,Rosann Bernhard,1951-11-07
2260,69,male,56020,silver,Russell Hammes,1951-09-24
2261,79,female,56016,bronze,Migdalia Reilly,1941-09-21
2262,65,male,56014,silver,Alexander Labadie,1955-11-06
2263,74,male,56021,gold,Buck Larson,1946-05-19
2264,71,female,56017,bronze,Natalia Langosh,1949-12-04
2265,86,male,56021,gold,Pat Auer,1934-11-10
2266,77,male,56016,bronze,Clay Quitzon,1943-06-10
2267,93,male,56012,gold,Whitney Heidenreich,1927-07-12
2268,78,male,56018,bronze,Lupe Homenick,1943-01-31
2269,96,female,56020,silver,Drucilla Denesik,1925-01-09
2270,92,male,56017,gold,Lauren Ernser,1928-05-18
2271,87,male,56013,silver,Aldo Mills,1934-01-09
2272,75,female,56016,silver,Marlin Keeling,1945-08-24
2273,101,male,56016,silver,Thad O'Connell,1919-08-30
2274,88,female,56014,gold,Margery Waelchi,1932-11-07
2275,65,female,56013,silver,Leonor Lehner,1955-06-07
2276,94,female,56017,gold,Joette Ernser,1927-02-19
2277,76,male,56012,gold,Kenton Mohr,1945-01-23
2278,78,male,56014,bronze,Scotty Fay,1942-12-08
2279,103,male,56021,silver,Mervin Anderson,1917-10-15
2280,101,female,56021,gold,Adrianna Parker,1919-09-22
2281,87,female,56015,silver,Macie Pagac,1933-07-14
2282,77,female,56013,bronze,Bebe McCullough,1943-09-07
2283,91,male,56017,gold,Wesley Lebsack,1929-03-17
2284,81,male,56020,gold,Armando Bins,1939-05-24
2285,68,female,56016,silver,Isabelle Cummings,1953-01-15
2286,102,female,56014,bronze,Nichol Legros,1918-07-02
2287,79,male,56019,silver,Mario Price,1941-10-15
2288,97,female,56020,bronze,Alline Klein,1923-08-07
2289,103,female,56015,gold,John Hoeger,1917-04-03
2290,75,female,56019,bronze,Susan Reinger,1945-12-10
2291,100,male,56018,silver,Maynard Kiehn,1920-11-14
2292,91,male,56012,gold,Roderick Dietrich,1930-02-13
2293,101,male,56018,silver,Herman Aufderhar,1919-07-19
2294,78,female,56013,silver,Ora Kunze,1942-11-06
2295,73,male,56014,silver,Jake Labadie,1947-06-02
2296,70,male,56017,gold,Isiah Hudson,1950-06-14
2297,71,female,56020,silver,Vina Wisozk,1949-04-05
2298,93,female,56016,bronze,Elenora Wuckert,1927-04-11
2299,97,male,56019,gold,Cyrus O'Connell,1923-07-22
2300,70,female,56015,bronze,Harmony Wolf,1950-08-16
2301,91,female,56021,silver,Tameika Waelchi,1929-10-15
2302,77,female,56013,gold,Deneen Greenfelder,1943-12-03
2303,79,male,56018,bronze,Francis Auer,1941-10-19
2304,86,male,56014,bronze,Graig Sauer,1934-08-12
2305,84,male,56012,gold,Jordon Denesik,1936-09-02
2306,89,male,56018,bronze,Cecil Parker,1931-09-08
2307,87,male,56018,bronze,Richie Kuvalis,1933-05-29
2308,65,female,56019,silver,Olene Doyle,1955-11-11
2309,76,female,56016,gold,Zaida Dooley,1944-04-03
2310,88,male,56021,bronze,Manual Raynor,1933-03-07
2311,103,female,56014,gold,Ute Sauer,1917-04-24
2312,72,female,56020,silver,Rosemary Gottlieb,1948-12-18
2313,95,male,56016,silver,Edison Turcotte,1925-11-10
2314,90,female,56017,gold,Mary Torp,1931-02-09
2315,82,female,56021,bronze,Deonna Roob,1938-04-19
2316,92,male,56016,bronze,Dorsey Bartell,1928-10-19
2317,99,male,56014,gold,Kerry O'Reilly,1922-01-23
2318,104,male,56012,bronze,Felix Reynolds,1916-11-23
2319,66,female,56018,gold,Jerry Mante,1954-11-05
2320,76,female,56016,silver,Almeda Tremblay,1945-01-30
2321,96,male,56019,silver,Man Farrell,1925-03-04
2322,80,female,56014,silver,Rhiannon Dare,1941-02-18
2323,80,male,56021,silver,Jan Marks,1940-04-29
2324,97,female,56015,bronze,Glendora Hills,1923-05-09
2325,71,male,56017,gold,Simon Romaguera,1949-04-08
2326,81,female,56015,silver,Magan Bins,1940-01-22
2327,99,male,56016,gold,Chad McGlynn,1921-09-29
2328,72,female,56018,silver,Kenia Streich,1949-01-06
2329,80,female,56017,gold,Margherita Armstrong,1940-08-05
2330,97,male,56017,silver,Raymond Stoltenberg,1923-04-14
2331,98,male,56014,silver,Claudio Maggio,1922-10-29
2332,92,female,56016,gold,Mattie Beer,1928-07-24
2333,95,male,56015,bronze,Andres Lebsack,1925-04-10
2334,78,male,56018,silver,Rolland Bechtelar,1942-07-18
2335,88,male,56021,silver,Logan Brown,1932-12-20
2336,88,female,56017,bronze,Katheryn Hand,1932-11-12
2337,97,male,56015,silver,Man Gottlieb,1923-12-23
2338,74,female,56021,silver,Lashandra Ziemann,1946-12-31
2339,89,female,56018,bronze,Leonila Altenwerth,1931-04-27
2340,96,male,56016,gold,Jere Bernier,1925-03-06
2341,92,female,56020,silver,Lisha Bednar,1928-11-18
2342,90,male,56016,gold,Damon Conn,1930-09-06
2343,73,female,56021,silver,Kanisha Corwin,1947-09-03
2344,94,male,56017,bronze,Clarence Larkin,1926-10-25
2345,72,male,56013,bronze,Eli Gutmann,1948-07-13
2346,79,female,56018,gold,Kitty Huel,1941-09-03
2347,70,male,56012,silver,Prince Schimmel,1950-10-29
2348,97,male,56015,bronze,Felix Wyman,1923-04-16
2349,65,male,56013,bronze,Ross Doyle,1955-04-13
2350,79,male,56014,silver,Erwin Ward,1941-03-14
2351,92,female,56016,gold,Bruna Mann,1928-03-28
2352,74,male,56018,silver,Stanley Nolan,1946-08-31
2353,80,male,56019,gold,Francis Mayer,1940-05-23
2354,99,female,56017,gold,Caroyln Wisozk,1921-08-14
2355,101,female,56017,gold,Danille Reilly,1919-06-19
2356,102,female,56012,bronze,Noella Haley,1918-04-24
2357,88,male,56018,bronze,Asa Mann,1932-07-01
2358,73,female,56016,bronze,Xiao Grimes,1947-07-10
2359,67,female,56018,bronze,Darlena Feeney,1953-12-24
